order_id,customer_id,restaurant_id,order_time,delivery_time,customer_location,restaurant_location,order_value,rating
4052808,403,24,2024-05-02 18:15:09,2024-05-02 18:58:09,Address 38,Restaurant 24,28.34,1
1030886,154,70,2024-05-03 07:09:09,2024-05-03 07:53:09,Address 10,Restaurant 70,31.18,3
6699506,698,49,2024-05-03 00:34:09,2024-05-03 01:38:09,Address 84,Restaurant 49,7.55,5
7944341,801,98,2024-04-16 13:01:09,2024-04-16 13:16:09,Address 3,Restaurant 98,42.42,3
5799667,399,72,2024-04-26 23:15:09,2024-04-27 00:22:09,Address 66,Restaurant 72,14.28,2
2743637,309,86,2024-04-23 07:21:09,2024-04-23 08:30:09,Address 61,Restaurant 86,13.78,4
9773246,380,93,2024-04-08 14:51:09,2024-04-08 16:10:09,Address 68,Restaurant 93,37.37,5
2261687,806,8,2024-04-09 15:15:09,2024-04-09 15:52:09,Address 7,Restaurant 8,35.91,1
5080315,435,77,2024-04-05 14:17:09,2024-04-05 15:09:09,Address 2,Restaurant 77,5.42,2
1139571,627,3,2024-04-12 01:12:09,2024-04-12 02:28:09,Address 48,Restaurant 3,17.7,4
3097543,123,1,2024-04-10 18:10:09,2024-04-10 19:03:09,Address 90,Restaurant 1,28.86,5
776233,139,43,2024-05-04 16:15:09,2024-05-04 17:43:09,Address 38,Restaurant 43,20.35,5
4313871,449,54,2024-04-14 04:25:09,2024-04-14 05:07:09,Address 82,Restaurant 54,26.48,4
7074621,515,30,2024-05-01 15:39:09,2024-05-01 17:37:09,Address 3,Restaurant 30,9.11,3
1283735,693,63,2024-04-22 11:09:09,2024-04-22 11:43:09,Address 39,Restaurant 63,44.5,4
1061847,768,61,2024-04-10 00:39:09,2024-04-10 02:11:09,Address 90,Restaurant 61,18.18,4
9058932,386,43,2024-04-05 22:43:09,2024-04-05 23:40:09,Address 47,Restaurant 43,11.81,4
4446540,807,7,2024-04-28 02:23:09,2024-04-28 03:27:09,Address 42,Restaurant 7,5.87,1
9919149,381,10,2024-04-28 15:40:09,2024-04-28 16:31:09,Address 50,Restaurant 10,36.17,1
341583,315,40,2024-05-04 10:36:09,2024-05-04 11:30:09,Address 2,Restaurant 40,20.16,4
5757751,175,88,2024-04-18 05:31:09,2024-04-18 06:39:09,Address 4,Restaurant 88,13.05,4
5923026,486,85,2024-04-25 18:01:09,2024-04-25 18:57:09,Address 6,Restaurant 85,18.3,5
2674292,631,75,2024-04-13 05:31:09,2024-04-13 05:43:09,Address 88,Restaurant 75,36.74,3
8678657,506,4,2024-04-27 21:12:09,2024-04-27 21:48:09,Address 1,Restaurant 4,22.98,4
3711346,274,89,2024-04-22 09:25:09,2024-04-22 09:46:09,Address 22,Restaurant 89,32.08,1
8384194,654,30,2024-04-22 19:50:09,2024-04-22 20:56:09,Address 47,Restaurant 30,38.43,3
8020322,897,66,2024-04-19 22:36:09,2024-04-20 00:19:09,Address 14,Restaurant 66,12.11,1
3556328,645,37,2024-04-30 18:41:09,2024-04-30 19:20:09,Address 30,Restaurant 37,23.02,3
789575,125,37,2024-04-22 20:15:09,2024-04-22 21:29:09,Address 79,Restaurant 37,12.57,3
5298271,247,73,2024-04-17 18:59:09,2024-04-17 19:48:09,Address 84,Restaurant 73,25.6,2
7048931,680,69,2024-04-18 05:19:09,2024-04-18 06:11:09,Address 85,Restaurant 69,46.17,3
4234249,401,9,2024-04-22 22:25:09,2024-04-22 23:38:09,Address 32,Restaurant 9,37.2,3
7722415,887,33,2024-04-28 18:25:09,2024-04-28 19:36:09,Address 54,Restaurant 33,41.68,5
9143897,412,21,2024-04-17 22:53:09,2024-04-18 00:23:09,Address 38,Restaurant 21,9.33,4
779618,652,28,2024-04-17 03:29:09,2024-04-17 04:58:09,Address 6,Restaurant 28,33.55,5
7283868,465,6,2024-04-14 18:32:09,2024-04-14 18:51:09,Address 74,Restaurant 6,44.18,5
158582,342,93,2024-04-14 11:46:09,2024-04-14 12:10:09,Address 93,Restaurant 93,49.76,5
8157484,388,72,2024-04-12 16:39:09,2024-04-12 17:56:09,Address 48,Restaurant 72,13.01,3
1370233,693,49,2024-04-12 08:22:09,2024-04-12 09:44:09,Address 45,Restaurant 49,35.72,5
5875009,628,62,2024-04-29 19:37:09,2024-04-29 21:12:09,Address 21,Restaurant 62,10.77,5
1039365,784,70,2024-04-18 16:18:09,2024-04-18 17:04:09,Address 22,Restaurant 70,25.52,4
5603296,773,30,2024-04-29 09:25:09,2024-04-29 10:09:09,Address 30,Restaurant 30,49.28,2
3711523,351,44,2024-04-09 06:19:09,2024-04-09 08:11:09,Address 90,Restaurant 44,8.47,5
8600995,896,26,2024-04-24 22:01:09,2024-04-24 22:51:09,Address 17,Restaurant 26,48.77,5
4986763,463,63,2024-04-11 09:07:09,2024-04-11 11:03:09,Address 29,Restaurant 63,48.51,1
8991469,214,98,2024-05-01 07:56:09,2024-05-01 08:51:09,Address 13,Restaurant 98,41.01,4
2263140,438,12,2024-04-21 16:36:09,2024-04-21 17:18:09,Address 23,Restaurant 12,36.62,4
5257138,742,41,2024-04-27 00:51:09,2024-04-27 02:22:09,Address 85,Restaurant 41,12.96,2
7056711,350,14,2024-04-12 06:30:09,2024-04-12 07:14:09,Address 62,Restaurant 14,23.34,2
7894510,110,57,2024-05-02 19:00:09,2024-05-02 19:20:09,Address 22,Restaurant 57,19.62,4
552202,926,15,2024-04-13 13:07:09,2024-04-13 13:49:09,Address 20,Restaurant 15,33.73,2
5972359,169,3,2024-04-06 15:22:09,2024-04-06 17:10:09,Address 88,Restaurant 3,35.61,1
8397023,815,78,2024-04-10 21:40:09,2024-04-10 22:55:09,Address 51,Restaurant 78,47.06,4
2530173,882,94,2024-04-12 04:59:09,2024-04-12 05:15:09,Address 32,Restaurant 94,45.81,2
6200646,861,98,2024-04-16 20:47:09,2024-04-16 21:54:09,Address 48,Restaurant 98,40.84,1
6000832,157,36,2024-04-16 04:59:09,2024-04-16 06:20:09,Address 99,Restaurant 36,46.75,5
6432932,268,12,2024-04-21 23:32:09,2024-04-21 23:59:09,Address 20,Restaurant 12,45.75,4
8741483,178,11,2024-04-23 14:53:09,2024-04-23 15:43:09,Address 62,Restaurant 11,12.95,4
247064,304,3,2024-05-03 15:21:09,2024-05-03 16:53:09,Address 73,Restaurant 3,37.01,2
4682631,561,49,2024-04-17 22:25:09,2024-04-18 00:21:09,Address 90,Restaurant 49,35.18,2
3695471,331,18,2024-05-04 18:39:09,2024-05-04 20:20:09,Address 58,Restaurant 18,5.17,1
5815844,593,2,2024-04-18 11:30:09,2024-04-18 12:05:09,Address 37,Restaurant 2,34.62,2
6072141,578,9,2024-05-02 11:16:09,2024-05-02 11:29:09,Address 71,Restaurant 9,23.83,3
4315992,896,56,2024-04-19 00:27:09,2024-04-19 00:50:09,Address 50,Restaurant 56,30.07,1
7146900,739,55,2024-04-15 09:09:09,2024-04-15 10:55:09,Address 52,Restaurant 55,18.79,5
4583906,917,49,2024-04-08 02:24:09,2024-04-08 02:43:09,Address 45,Restaurant 49,44.42,4
4877898,845,8,2024-05-04 13:59:09,2024-05-04 14:11:09,Address 87,Restaurant 8,24.65,3
7037861,705,96,2024-04-09 14:28:09,2024-04-09 14:51:09,Address 15,Restaurant 96,27.13,3
4647792,811,39,2024-05-01 16:51:09,2024-05-01 17:09:09,Address 46,Restaurant 39,6.35,2
3456456,851,49,2024-05-05 03:51:09,2024-05-05 05:46:09,Address 94,Restaurant 49,46.22,5
893155,898,11,2024-04-18 06:57:09,2024-04-18 07:44:09,Address 48,Restaurant 11,10.9,3
5669558,875,95,2024-04-27 20:27:09,2024-04-27 20:52:09,Address 79,Restaurant 95,35.51,5
7840620,876,97,2024-04-13 09:19:09,2024-04-13 10:42:09,Address 73,Restaurant 97,38.89,3
2140542,982,48,2024-04-20 06:00:09,2024-04-20 06:52:09,Address 49,Restaurant 48,32.14,4
7848500,763,93,2024-04-24 00:22:09,2024-04-24 01:31:09,Address 63,Restaurant 93,31.73,1
3980734,229,45,2024-05-04 09:22:09,2024-05-04 10:22:09,Address 75,Restaurant 45,34.82,4
691163,588,64,2024-05-04 23:52:09,2024-05-05 00:36:09,Address 100,Restaurant 64,20.5,2
8025650,948,19,2024-04-11 08:15:09,2024-04-11 09:42:09,Address 100,Restaurant 19,44.81,4
6928613,221,88,2024-04-20 09:17:09,2024-04-20 10:35:09,Address 20,Restaurant 88,35.38,5
1833996,449,7,2024-05-02 04:39:09,2024-05-02 05:12:09,Address 77,Restaurant 7,38.5,2
516919,458,34,2024-04-29 03:50:09,2024-04-29 05:22:09,Address 17,Restaurant 34,29.57,2
2582659,613,71,2024-04-07 10:08:09,2024-04-07 10:36:09,Address 91,Restaurant 71,22.09,5
9149366,929,78,2024-04-23 11:32:09,2024-04-23 12:50:09,Address 67,Restaurant 78,49.21,5
6140964,468,44,2024-04-14 15:28:09,2024-04-14 17:28:09,Address 72,Restaurant 44,11.08,3
2900116,200,53,2024-04-25 17:03:09,2024-04-25 18:09:09,Address 88,Restaurant 53,12.08,5
6450320,878,83,2024-05-02 04:50:09,2024-05-02 06:11:09,Address 62,Restaurant 83,16.86,1
5448441,337,81,2024-04-19 08:15:09,2024-04-19 09:11:09,Address 88,Restaurant 81,28.29,1
3268666,605,98,2024-04-26 17:13:09,2024-04-26 18:30:09,Address 39,Restaurant 98,11.37,2
3691761,998,17,2024-04-15 07:29:09,2024-04-15 08:24:09,Address 70,Restaurant 17,18.51,4
6029804,432,2,2024-04-23 19:03:09,2024-04-23 19:50:09,Address 60,Restaurant 2,8.54,4
5918933,776,75,2024-04-07 14:13:09,2024-04-07 15:30:09,Address 39,Restaurant 75,5.94,1
1659646,696,39,2024-05-03 10:36:09,2024-05-03 11:03:09,Address 16,Restaurant 39,18.36,5
3816229,400,28,2024-04-12 07:09:09,2024-04-12 08:17:09,Address 26,Restaurant 28,36.51,4
2358802,543,99,2024-04-26 11:37:09,2024-04-26 12:02:09,Address 58,Restaurant 99,19.0,2
1782040,527,97,2024-04-08 11:20:09,2024-04-08 12:18:09,Address 45,Restaurant 97,38.21,4
8970586,789,35,2024-04-24 19:06:09,2024-04-24 20:12:09,Address 84,Restaurant 35,34.07,2
8144292,755,32,2024-04-12 02:18:09,2024-04-12 03:29:09,Address 91,Restaurant 32,31.32,4
2434797,122,80,2024-05-04 00:59:09,2024-05-04 01:39:09,Address 50,Restaurant 80,32.66,5
2090236,251,7,2024-04-19 09:15:09,2024-04-19 11:09:09,Address 11,Restaurant 7,49.4,5
6532756,606,27,2024-04-27 07:09:09,2024-04-27 08:49:09,Address 40,Restaurant 27,48.42,1
2981764,149,64,2024-04-20 05:53:09,2024-04-20 07:42:09,Address 38,Restaurant 64,48.58,4
3371376,219,68,2024-04-14 14:34:09,2024-04-14 15:47:09,Address 100,Restaurant 68,9.94,2
8306240,146,16,2024-05-03 02:08:09,2024-05-03 03:45:09,Address 36,Restaurant 16,14.13,5
4497651,964,96,2024-04-09 21:29:09,2024-04-09 22:18:09,Address 31,Restaurant 96,28.46,2
112793,311,12,2024-04-16 03:36:09,2024-04-16 04:08:09,Address 91,Restaurant 12,37.26,3
775178,647,80,2024-04-23 13:23:09,2024-04-23 14:18:09,Address 51,Restaurant 80,25.16,5
7352259,626,20,2024-04-14 03:07:09,2024-04-14 04:32:09,Address 4,Restaurant 20,33.14,3
2231820,940,48,2024-04-22 16:57:09,2024-04-22 17:21:09,Address 86,Restaurant 48,15.28,2
859104,722,29,2024-05-02 00:54:09,2024-05-02 01:53:09,Address 85,Restaurant 29,37.29,4
8437264,671,52,2024-04-18 05:16:09,2024-04-18 06:58:09,Address 32,Restaurant 52,49.45,2
1096710,876,38,2024-04-10 11:27:09,2024-04-10 12:53:09,Address 43,Restaurant 38,11.55,3
8951123,529,49,2024-04-16 23:59:09,2024-04-17 00:56:09,Address 86,Restaurant 49,7.35,1
2072912,881,81,2024-04-27 14:28:09,2024-04-27 15:59:09,Address 83,Restaurant 81,11.9,5
9015821,925,72,2024-04-09 11:01:09,2024-04-09 12:02:09,Address 67,Restaurant 72,15.71,5
8820892,626,64,2024-04-07 11:46:09,2024-04-07 13:00:09,Address 26,Restaurant 64,31.12,2
8672482,862,89,2024-04-08 08:50:09,2024-04-08 09:23:09,Address 77,Restaurant 89,19.22,4
4452004,268,61,2024-04-20 10:56:09,2024-04-20 11:29:09,Address 98,Restaurant 61,16.75,2
5992807,505,83,2024-04-16 09:36:09,2024-04-16 10:47:09,Address 10,Restaurant 83,48.85,4
6997306,278,16,2024-04-28 18:28:09,2024-04-28 19:13:09,Address 39,Restaurant 16,28.1,2
9624129,759,79,2024-04-28 23:01:09,2024-04-29 00:57:09,Address 6,Restaurant 79,25.41,5
3589176,858,58,2024-04-19 01:10:09,2024-04-19 03:03:09,Address 31,Restaurant 58,27.01,2
723781,669,58,2024-04-09 23:48:09,2024-04-10 01:12:09,Address 48,Restaurant 58,47.4,2
7538281,709,51,2024-05-01 13:00:09,2024-05-01 13:20:09,Address 27,Restaurant 51,13.2,5
5817637,267,30,2024-04-28 06:45:09,2024-04-28 07:09:09,Address 20,Restaurant 30,45.4,4
6642745,144,15,2024-04-08 08:11:09,2024-04-08 09:31:09,Address 5,Restaurant 15,19.16,1
324413,795,54,2024-04-29 15:05:09,2024-04-29 15:55:09,Address 78,Restaurant 54,40.87,3
4357059,483,27,2024-04-08 00:38:09,2024-04-08 00:53:09,Address 8,Restaurant 27,29.4,4
243349,630,73,2024-04-13 20:01:09,2024-04-13 21:41:09,Address 40,Restaurant 73,47.76,2
4027571,267,6,2024-04-30 02:23:09,2024-04-30 03:22:09,Address 68,Restaurant 6,23.77,3
6116453,939,2,2024-04-08 11:16:09,2024-04-08 12:59:09,Address 41,Restaurant 2,10.03,5
576017,615,89,2024-04-22 18:59:09,2024-04-22 20:03:09,Address 11,Restaurant 89,26.71,5
3926881,652,80,2024-04-23 19:52:09,2024-04-23 20:26:09,Address 10,Restaurant 80,36.93,1
952018,512,21,2024-04-23 22:56:09,2024-04-23 23:37:09,Address 63,Restaurant 21,49.51,4
5913416,176,98,2024-04-25 14:21:09,2024-04-25 15:13:09,Address 75,Restaurant 98,32.76,2
8160635,342,40,2024-04-10 15:20:09,2024-04-10 16:19:09,Address 88,Restaurant 40,30.63,3
7032631,975,33,2024-04-20 11:23:09,2024-04-20 12:49:09,Address 61,Restaurant 33,49.09,4
6905652,366,85,2024-04-21 20:46:09,2024-04-21 21:31:09,Address 98,Restaurant 85,21.92,4
416633,724,44,2024-04-20 09:00:09,2024-04-20 09:15:09,Address 35,Restaurant 44,15.71,4
2441736,609,5,2024-04-05 13:27:09,2024-04-05 14:06:09,Address 23,Restaurant 5,27.1,5
8303239,448,43,2024-05-03 07:57:09,2024-05-03 09:05:09,Address 91,Restaurant 43,7.77,4
1855827,247,96,2024-04-07 00:42:09,2024-04-07 01:27:09,Address 53,Restaurant 96,33.56,4
5101747,673,22,2024-04-11 01:17:09,2024-04-11 02:13:09,Address 33,Restaurant 22,25.87,4
1122587,354,67,2024-04-07 16:43:09,2024-04-07 18:21:09,Address 22,Restaurant 67,48.3,5
2631419,107,72,2024-04-27 22:48:09,2024-04-28 00:18:09,Address 6,Restaurant 72,30.65,1
369614,141,69,2024-04-16 22:23:09,2024-04-16 22:52:09,Address 89,Restaurant 69,40.2,4
5737533,860,26,2024-04-29 17:32:09,2024-04-29 18:41:09,Address 50,Restaurant 26,7.29,4
4904148,185,85,2024-04-15 05:56:09,2024-04-15 06:38:09,Address 95,Restaurant 85,31.59,4
3290148,803,64,2024-04-20 21:28:09,2024-04-20 22:19:09,Address 52,Restaurant 64,24.17,2
3780252,750,21,2024-04-09 20:10:09,2024-04-09 21:05:09,Address 11,Restaurant 21,36.77,4
1500344,395,26,2024-04-23 07:48:09,2024-04-23 09:22:09,Address 35,Restaurant 26,36.41,2
5022745,350,39,2024-04-23 09:58:09,2024-04-23 11:19:09,Address 11,Restaurant 39,27.92,1
4508406,531,67,2024-04-27 06:37:09,2024-04-27 08:08:09,Address 41,Restaurant 67,13.57,5
7637697,607,38,2024-05-04 18:00:09,2024-05-04 19:10:09,Address 85,Restaurant 38,28.33,1
6953293,768,79,2024-04-28 22:56:09,2024-04-28 23:27:09,Address 11,Restaurant 79,18.43,5
3396596,387,55,2024-05-05 10:32:09,2024-05-05 11:49:09,Address 81,Restaurant 55,13.66,3
3380702,354,72,2024-04-06 23:47:09,2024-04-07 01:39:09,Address 10,Restaurant 72,47.13,5
9595201,969,4,2024-05-02 19:33:09,2024-05-02 20:15:09,Address 64,Restaurant 4,23.48,1
1452993,569,42,2024-04-11 04:27:09,2024-04-11 06:18:09,Address 65,Restaurant 42,9.0,4
7404893,191,13,2024-04-17 06:22:09,2024-04-17 07:44:09,Address 20,Restaurant 13,36.43,5
1915731,543,32,2024-04-20 18:25:09,2024-04-20 20:25:09,Address 28,Restaurant 32,36.91,2
7259990,560,32,2024-05-04 23:27:09,2024-05-05 00:43:09,Address 83,Restaurant 32,17.53,2
705732,798,33,2024-04-29 00:51:09,2024-04-29 02:49:09,Address 54,Restaurant 33,27.79,2
3575655,722,7,2024-04-26 23:26:09,2024-04-27 01:02:09,Address 64,Restaurant 7,48.6,3
4916885,644,36,2024-04-19 11:17:09,2024-04-19 12:06:09,Address 70,Restaurant 36,10.23,1
8783634,729,85,2024-04-23 04:03:09,2024-04-23 04:14:09,Address 48,Restaurant 85,25.48,3
5876368,502,38,2024-04-30 23:58:09,2024-05-01 01:15:09,Address 8,Restaurant 38,45.71,3
3415185,329,33,2024-04-08 14:04:09,2024-04-08 15:25:09,Address 28,Restaurant 33,25.73,1
1046750,912,63,2024-04-08 20:53:09,2024-04-08 21:16:09,Address 22,Restaurant 63,41.84,1
7963306,474,12,2024-05-05 11:02:09,2024-05-05 11:14:09,Address 38,Restaurant 12,49.65,1
7042472,800,11,2024-04-08 17:33:09,2024-04-08 19:30:09,Address 51,Restaurant 11,19.15,5
2741295,260,46,2024-04-16 18:18:09,2024-04-16 19:59:09,Address 54,Restaurant 46,18.82,2
9794518,456,21,2024-05-01 07:05:09,2024-05-01 07:35:09,Address 33,Restaurant 21,27.76,4
9362522,617,69,2024-05-02 20:12:09,2024-05-02 20:56:09,Address 58,Restaurant 69,43.12,3
9071953,909,37,2024-04-09 13:20:09,2024-04-09 14:03:09,Address 69,Restaurant 37,35.31,3
3205238,644,67,2024-04-26 09:15:09,2024-04-26 11:01:09,Address 57,Restaurant 67,33.93,4
3758254,968,47,2024-05-05 02:11:09,2024-05-05 04:06:09,Address 76,Restaurant 47,30.09,5
4778128,659,23,2024-04-21 19:24:09,2024-04-21 21:07:09,Address 86,Restaurant 23,28.48,4
8123619,206,26,2024-04-28 11:14:09,2024-04-28 12:14:09,Address 87,Restaurant 26,34.87,1
2071576,239,71,2024-04-19 14:40:09,2024-04-19 15:54:09,Address 54,Restaurant 71,32.32,1
3071763,245,37,2024-04-23 05:26:09,2024-04-23 05:47:09,Address 68,Restaurant 37,26.38,4
5530329,911,30,2024-04-08 22:38:09,2024-04-08 23:50:09,Address 64,Restaurant 30,14.2,2
9858599,465,27,2024-04-19 04:32:09,2024-04-19 05:31:09,Address 87,Restaurant 27,48.1,4
2394736,800,50,2024-04-20 19:12:09,2024-04-20 19:49:09,Address 69,Restaurant 50,43.81,2
9068275,846,34,2024-04-16 09:12:09,2024-04-16 10:42:09,Address 88,Restaurant 34,30.18,1
8250363,602,1,2024-05-03 16:13:09,2024-05-03 16:54:09,Address 39,Restaurant 1,26.38,4
8114184,980,43,2024-04-25 21:36:09,2024-04-25 23:21:09,Address 49,Restaurant 43,11.21,3
3601910,825,89,2024-04-12 14:04:09,2024-04-12 14:55:09,Address 52,Restaurant 89,7.35,3
9968874,657,12,2024-04-27 04:24:09,2024-04-27 04:50:09,Address 12,Restaurant 12,38.17,3
7606731,888,70,2024-04-21 07:02:09,2024-04-21 07:49:09,Address 33,Restaurant 70,33.99,3
217181,188,57,2024-04-15 02:00:09,2024-04-15 02:23:09,Address 90,Restaurant 57,42.23,2
2653657,973,63,2024-04-13 04:58:09,2024-04-13 06:29:09,Address 87,Restaurant 63,46.6,4
9522627,682,3,2024-04-26 16:31:09,2024-04-26 17:38:09,Address 30,Restaurant 3,37.98,4
6372558,956,6,2024-04-16 03:21:09,2024-04-16 03:47:09,Address 60,Restaurant 6,12.27,4
338111,915,35,2024-04-20 20:23:09,2024-04-20 22:02:09,Address 51,Restaurant 35,39.44,3
8971000,624,11,2024-04-20 14:28:09,2024-04-20 15:02:09,Address 35,Restaurant 11,26.91,5
4197226,474,26,2024-04-11 21:43:09,2024-04-11 23:19:09,Address 95,Restaurant 26,29.03,2
3090266,239,36,2024-04-28 04:57:09,2024-04-28 05:49:09,Address 52,Restaurant 36,35.55,3
9675601,263,44,2024-05-05 09:42:09,2024-05-05 10:59:09,Address 43,Restaurant 44,15.73,4
7854714,589,27,2024-04-19 03:15:09,2024-04-19 03:57:09,Address 65,Restaurant 27,36.9,1
8457984,610,62,2024-04-23 00:59:09,2024-04-23 01:49:09,Address 19,Restaurant 62,42.69,4
3728993,442,18,2024-04-22 11:31:09,2024-04-22 12:06:09,Address 79,Restaurant 18,44.29,3
5683681,988,45,2024-04-23 18:40:09,2024-04-23 19:25:09,Address 9,Restaurant 45,15.91,3
2276350,562,71,2024-04-25 20:08:09,2024-04-25 20:39:09,Address 91,Restaurant 71,5.93,5
6236233,802,87,2024-04-10 01:40:09,2024-04-10 02:37:09,Address 66,Restaurant 87,40.34,4
9125574,842,12,2024-04-24 04:01:09,2024-04-24 04:31:09,Address 31,Restaurant 12,36.45,2
5037557,343,82,2024-04-12 04:19:09,2024-04-12 05:33:09,Address 20,Restaurant 82,19.24,4
7931642,567,1,2024-04-09 09:52:09,2024-04-09 11:16:09,Address 37,Restaurant 1,35.86,5
8279024,954,77,2024-05-03 01:13:09,2024-05-03 01:39:09,Address 99,Restaurant 77,25.33,2
6402126,512,92,2024-04-14 23:08:09,2024-04-15 00:21:09,Address 34,Restaurant 92,23.84,3
9308821,702,77,2024-04-09 16:14:09,2024-04-09 16:48:09,Address 51,Restaurant 77,9.89,5
4071947,459,73,2024-05-01 18:42:09,2024-05-01 19:27:09,Address 19,Restaurant 73,19.99,1
2553667,449,45,2024-05-04 23:24:09,2024-05-05 00:13:09,Address 26,Restaurant 45,25.67,2
2664554,669,57,2024-04-07 18:45:09,2024-04-07 20:10:09,Address 73,Restaurant 57,17.92,4
6415476,957,75,2024-04-12 14:13:09,2024-04-12 15:11:09,Address 7,Restaurant 75,9.01,4
6256619,594,10,2024-04-21 20:27:09,2024-04-21 21:35:09,Address 45,Restaurant 10,46.93,5
759892,664,12,2024-04-28 00:34:09,2024-04-28 02:23:09,Address 98,Restaurant 12,19.44,5
2068050,990,73,2024-04-28 03:31:09,2024-04-28 03:47:09,Address 9,Restaurant 73,5.66,2
6219515,349,3,2024-04-26 21:51:09,2024-04-26 22:30:09,Address 76,Restaurant 3,15.46,4
7133977,463,36,2024-04-29 13:06:09,2024-04-29 14:04:09,Address 38,Restaurant 36,13.29,1
8653301,897,74,2024-04-14 02:15:09,2024-04-14 02:56:09,Address 30,Restaurant 74,21.16,3
1648206,342,13,2024-05-03 13:02:09,2024-05-03 14:27:09,Address 97,Restaurant 13,37.31,4
2594167,752,13,2024-04-11 14:20:09,2024-04-11 14:38:09,Address 40,Restaurant 13,34.48,4
5232964,726,68,2024-05-03 02:24:09,2024-05-03 03:20:09,Address 55,Restaurant 68,7.72,4
4515752,995,25,2024-04-26 14:25:09,2024-04-26 14:40:09,Address 17,Restaurant 25,9.81,1
7232905,738,84,2024-04-08 19:40:09,2024-04-08 20:49:09,Address 61,Restaurant 84,20.59,3
4682728,339,87,2024-04-19 04:16:09,2024-04-19 05:11:09,Address 86,Restaurant 87,24.81,1
8337725,747,34,2024-04-23 15:44:09,2024-04-23 17:39:09,Address 35,Restaurant 34,7.36,5
8273157,607,41,2024-04-26 20:06:09,2024-04-26 21:43:09,Address 88,Restaurant 41,30.69,2
7627858,680,62,2024-04-27 14:49:09,2024-04-27 16:15:09,Address 83,Restaurant 62,5.73,2
3596408,528,76,2024-04-19 04:59:09,2024-04-19 05:44:09,Address 64,Restaurant 76,10.83,1
7223427,243,9,2024-04-30 13:46:09,2024-04-30 15:33:09,Address 44,Restaurant 9,23.78,4
7792289,980,92,2024-04-27 15:36:09,2024-04-27 16:32:09,Address 2,Restaurant 92,28.41,3
9398468,549,77,2024-04-28 19:46:09,2024-04-28 20:06:09,Address 38,Restaurant 77,22.19,1
1799344,937,64,2024-04-18 23:23:09,2024-04-19 00:10:09,Address 65,Restaurant 64,41.1,3
4588792,859,76,2024-04-06 01:39:09,2024-04-06 02:17:09,Address 7,Restaurant 76,8.24,5
5984859,824,88,2024-04-09 23:08:09,2024-04-09 23:51:09,Address 71,Restaurant 88,9.82,1
8992944,869,23,2024-05-05 10:33:09,2024-05-05 10:51:09,Address 81,Restaurant 23,19.13,4
9181939,608,15,2024-05-04 01:22:09,2024-05-04 01:48:09,Address 24,Restaurant 15,14.26,2
3491425,242,82,2024-04-30 14:40:09,2024-04-30 16:09:09,Address 67,Restaurant 82,16.74,1
5194920,201,20,2024-04-06 09:56:09,2024-04-06 10:49:09,Address 52,Restaurant 20,38.7,3
1567771,882,56,2024-05-02 16:04:09,2024-05-02 18:02:09,Address 63,Restaurant 56,25.19,2
7648344,956,67,2024-04-16 18:34:09,2024-04-16 19:55:09,Address 55,Restaurant 67,13.26,1
1818735,948,27,2024-04-26 03:32:09,2024-04-26 04:35:09,Address 53,Restaurant 27,48.02,5
5748001,470,82,2024-04-28 20:48:09,2024-04-28 22:29:09,Address 56,Restaurant 82,37.5,5
6988931,711,18,2024-04-29 22:07:09,2024-04-29 23:09:09,Address 15,Restaurant 18,39.59,5
8072359,625,79,2024-04-25 07:36:09,2024-04-25 09:02:09,Address 53,Restaurant 79,28.39,4
9658731,148,65,2024-04-13 14:09:09,2024-04-13 15:20:09,Address 60,Restaurant 65,10.16,2
3662045,923,69,2024-04-28 03:54:09,2024-04-28 05:45:09,Address 56,Restaurant 69,42.78,4
1448118,451,12,2024-04-07 08:20:09,2024-04-07 09:09:09,Address 66,Restaurant 12,37.39,4
2785889,985,26,2024-04-12 19:50:09,2024-04-12 21:46:09,Address 49,Restaurant 26,26.25,1
5614935,782,5,2024-05-02 23:31:09,2024-05-03 01:31:09,Address 38,Restaurant 5,34.6,1
2493599,552,46,2024-05-04 08:50:09,2024-05-04 10:32:09,Address 90,Restaurant 46,45.71,2
7320757,877,75,2024-04-16 07:30:09,2024-04-16 08:14:09,Address 85,Restaurant 75,43.49,3
5741196,249,45,2024-04-26 03:02:09,2024-04-26 04:46:09,Address 92,Restaurant 45,12.33,1
5478248,394,62,2024-04-30 15:47:09,2024-04-30 17:03:09,Address 73,Restaurant 62,46.02,3
6370621,927,47,2024-04-07 07:16:09,2024-04-07 08:27:09,Address 67,Restaurant 47,5.31,4
3727582,362,97,2024-04-18 05:05:09,2024-04-18 05:48:09,Address 12,Restaurant 97,10.48,4
2090587,731,41,2024-04-12 08:52:09,2024-04-12 10:00:09,Address 49,Restaurant 41,49.71,5
2074959,945,47,2024-04-30 14:31:09,2024-04-30 14:43:09,Address 37,Restaurant 47,45.13,1
6451808,127,62,2024-04-17 11:45:09,2024-04-17 12:50:09,Address 5,Restaurant 62,10.16,5
7009498,810,29,2024-05-03 07:01:09,2024-05-03 07:11:09,Address 19,Restaurant 29,22.17,3
2273277,574,40,2024-04-05 20:58:09,2024-04-05 22:55:09,Address 23,Restaurant 40,12.63,4
6880228,426,48,2024-05-01 08:47:09,2024-05-01 10:17:09,Address 99,Restaurant 48,7.81,5
